song_title,composer,milliseconds,bytes
Papa's Got A Brand New Bag Pt.1,James Brown,127399,4174420
I Got You (I Feel Good),James Brown,167392,5468472
It's A Man's Man's Man's World,Betty Newsome/James Brown,168228,5541611
Cold Sweat,Alfred Ellis/James Brown,172408,5643213
"Say It Loud, I'm Black And I'm Proud Pt.1",Alfred Ellis/James Brown,167392,5478117
Get Up (I Feel Like Being A) Sex Machine,Bobby Byrd/James Brown/Ron Lenhoff,316551,10498031
Hey America,Addie William Jones/Nat Jones,218226,7187857
Make It Funky Pt.1,Charles Bobbitt/James Brown,196231,6507782
I'm A Greedy Man Pt.1,Charles Bobbitt/James Brown,217730,7251211
Get On The Good Foot,Fred Wesley/James Brown/Joseph Mims,215902,7182736
Get Up Offa That Thing,Deanna Brown/Deidra Jenkins/Yamma Brown,250723,8355989
It's Too Funky In Here,Brad Shapiro/George Jackson/Robert Miller/Walter Shaw,239072,7973979
Living In America,Charlie Midnight/Dan Hartman,282880,9432346
I'm Real,Full Force/James Brown,334236,11183457
Hot Pants Pt.1,Fred Wesley/James Brown,188212,6295110
Soul Power (Live),James Brown,260728,8593206
When You Gonna Learn (Digeridoo),"Jay Kay/Kay, Jay",230635,7655482
Too Young To Die,"Smith, Toby",365818,12391660
Hooked Up,"Smith, Toby",275879,9301687
"If I Like It, I Do It","Gelder, Nick van",293093,9848207
Music Of The Wind,"Smith, Toby",383033,12870239
Emergency On Planet Earth,"Smith, Toby",245263,8117218
"Whatever It Is, I Just Can't Stop","Jay Kay/Kay, Jay",247222,8249453
Blow Your Mind,"Smith, Toby",512339,17089176
Revolution 1993,"Smith, Toby",616829,20816872
Didgin' Out,"Buchanan, Wallis",157100,5263555
Canned Heat,Jay Kay,331964,11042037
Planet Home,Jay Kay/Toby Smith,284447,9566237
Black Capricorn Day,Jay Kay,341629,11477231
Soul Education,Jay Kay/Toby Smith,255477,8575435
Failling,Jay Kay/Toby Smith,225227,7503999
Destitute Illusions,Derrick McKenzie/Jay Kay/Toby Smith,340218,11452651
Supersonic,Jay Kay,315872,10699265
Butterfly,Jay Kay/Toby Smith,268852,8947356
Were Do We Go From Here,Jay Kay,313626,10504158
King For A Day,Jay Kay/Toby Smith,221544,7335693
Deeper Underground,Toby Smith,281808,9351277
Just Another Story,Toby Smith,529684,17582818
Stillness In Time,Toby Smith,257097,8644290
Half The Man,Toby Smith,289854,9577679
Light Years,Toby Smith,354560,11796244
Manifest Destiny,Toby Smith,382197,12676962
The Kids,Toby Smith,309995,10334529
Mr. Moon,Stuard Zender/Toby Smith,329534,11043559
Scam,Stuart Zender,422321,14019705
Journey To Arnhemland,Toby Smith/Wallis Buchanan,322455,10843832
Morning Glory,J. Kay/Jay Kay,384130,12777210
Space Cowboy,J. Kay/Jay Kay,385697,12906520
Last Chance,C. Cester/C. Muncey,112352,3683130
Are You Gonna Be My Girl,C. Muncey/N. Cester,213890,6992324
Rollover D.J.,C. Cester/N. Cester,196702,6406517
Look What You've Done,N. Cester,230974,7517083
Get What You Need,C. Cester/C. Muncey/N. Cester,247719,8043765
Move On,C. Cester/N. Cester,260623,8519353
Radio Song,C. Cester/C. Muncey/N. Cester,272117,8871509
Get Me Outta Here,C. Cester/N. Cester,176274,5729098
Cold Hard Bitch,C. Cester/C. Muncey/N. Cester,243278,7929610
Come Around Again,C. Muncey/N. Cester,270497,8872405
Take It Or Leave It,C. Muncey/N. Cester,142889,4643370
Lazy Gun,C. Cester/N. Cester,282174,9186285
Timothy,C. Cester,270341,8856507
Foxy Lady,Jimi Hendrix,199340,6480896
Manic Depression,Jimi Hendrix,222302,7289272
Red House,Jimi Hendrix,224130,7285851
Can You See Me,Jimi Hendrix,153077,4987068
Love Or Confusion,Jimi Hendrix,193123,6329408
I Don't Live Today,Jimi Hendrix,235311,7661214
May This Be Love,Jimi Hendrix,191216,6240028
Fire,Jimi Hendrix,164989,5383075
Third Stone From The Sun,Jimi Hendrix,404453,13186975
Remember,Jimi Hendrix,168150,5509613
Are You Experienced?,Jimi Hendrix,254537,8292497
Hey Joe,Billy Roberts,210259,6870054
Stone Free,Jimi Hendrix,216293,7002331
Purple Haze,Jimi Hendrix,171572,5597056
51st Anniversary,Jimi Hendrix,196388,6398044
The Wind Cries Mary,Jimi Hendrix,200463,6540638
Highway Chile,Jimi Hendrix,212453,6887949
Surfing with the Alien,,263707,4418504
Ice 9,,239721,4036215
Crushing Day,,314768,5232158
"Always With Me, Always With You",,202035,3435777
Satch Boogie,,193560,3300654
Hill of the Skull,J. Satriani,108435,1944738
Circles,,209071,3548553
Lords of Karma,J. Satriani,288227,4809279
Midnight,J. Satriani,102630,1851753
Echo,J. Satriani,337570,5595557
Engenho De Dentro,,310073,10211473
Alcohol,,355239,12010478
Mama Africa,,283062,9488316
Salve Simpatia,,343484,11314756
W/Brasil (Chama O Síndico),,317100,10599953
País Tropical,,452519,14946972
Os Alquimistas Estão Chegando,,367281,12304520
Charles Anjo 45,,389276,13022833
Selassiê,,326321,10724982
Menina Sarará,,191477,6393818
Que Maravilha,,338076,10996656
Santa Clara Clareou,,380081,12524725
Filho Maravilha,,227526,7498259
Taj Mahal,,289750,9502898
Rapidamente,,252238,8470107
As Dores do Mundo,Hyldon,255477,8537092
Vou Pra Ai,,300878,10053718
My Brother,,253231,8431821
Há Quanto Tempo,,270027,9004470
Vício,,269897,8887216
Encontrar Alguém,Marco Tulio Lara/Rogerio Flausino,224078,7437935
Dance Enquanto é Tempo,,229093,7583799
A Tarde,,266919,8836127
Always Be All Right,,128078,4299676
Sem Sentido,,250462,8292108
Onibusfobia,,315977,10474904
Pura Elegancia,João Suplicy,284107,9632269
Choramingando,João Suplicy,190484,6400532
Por Merecer,João Suplicy,230582,7764601
No Futuro,João Suplicy,182308,6056200
Voce Inteira,João Suplicy,241084,8077282
Cuando A Noite Vai Chegando,João Suplicy,270628,9081874
Naquele Dia,João Suplicy,251768,8452654
Equinocio,João Suplicy,269008,8871455
Papelão,João Suplicy,213263,7257390
Cuando Eu For Pro Ceu,João Suplicy,118804,3948371
Do Nosso Amor,João Suplicy,203415,6774566
Borogodo,João Suplicy,208457,7104588
Cafezinho,João Suplicy,180924,6031174
Enquanto O Dia Não Vem,João Suplicy,220891,7248336
The Green Manalishi,,205792,6720789
Living After Midnight,,213289,7056785
Breaking The Law (Live),,144195,4728246
Hot Rockin',,197328,6509179
Heading Out To The Highway (Live),,276427,9006022
The Hellion,,41900,1351993
Electric Eye,,222197,7231368
You've Got Another Thing Comin',,305162,9962558
Turbo Lover,,335542,11068866
Freewheel Burning,,265952,8713599
Some Heads Are Gonna Roll,,249939,8198617
Metal Meltdown,,290664,9390646
Ram It Down,,292179,9554023
Diamonds And Rust (Live),,219350,7163147
Victim Of Change (Live),,430942,14067512
Tyrant (Live),,282253,9190536
Comin' Home,"Paul Stanley, Ace Frehley",172068,5661120
Plaster Caster,Gene Simmons,198060,6528719
Goin' Blind,"Gene Simmons, Stephen Coronel",217652,7167523
Do You Love Me,"Paul Stanley, Bob Ezrin, Kim Fowley",193619,6343111
Domino,Gene Simmons,226377,7488191
Sure Know Something,"Paul Stanley, Vincent Poncia",254354,8375190
A World Without Heroes,"Paul Stanley, Gene Simmons, Bob Ezrin, Lewis Reed",177815,5832524
Rock Bottom,"Paul Stanley, Ace Frehley",200594,6560818
See You Tonight,Gene Simmons,146494,4817521
I Still Love You,Paul Stanley,369815,12086145
Every Time I Look At You,"Paul Stanley, Vincent Cusano",283898,9290948
"2,000 Man","Mick Jagger, Keith Richard",312450,10292829
Beth,"Peter Criss, Stan Penridge, Bob Ezrin",170187,5577807
Nothin' To Lose,Gene Simmons,222354,7351460
Rock And Roll All Nite,"Paul Stanley, Gene Simmons",259631,8549296
Immigrant Song,Robert Plant,201247,6457766
Heartbreaker,John Bonham/John Paul Jones/Robert Plant,316081,10179657
Since I've Been Loving You,John Paul Jones/Robert Plant,416365,13471959
Black Dog,John Paul Jones/Robert Plant,317622,10267572
Dazed And Confused,Jimmy Page/Led Zeppelin,1116734,36052247
Stairway To Heaven,Robert Plant,529658,17050485
Going To California,Robert Plant,234605,7646749
That's The Way,Robert Plant,343431,11248455
Whole Lotta Love (Medley),Arthur Crudup/Bernard Besman/Bukka White/Doc Pomus/John Bonham/John Lee Hooker/John Paul Jones/Mort Shuman/Robert Plant/Willie Dixon,825103,26742545
Thank You,Robert Plant,398262,12831826
We're Gonna Groove,Ben E.King/James Bethea,157570,5180975
Poor Tom,Jimmy Page/Robert Plant,182491,6016220
I Can't Quit You Baby,Willie Dixon,258168,8437098
Walter's Walk,"Jimmy Page, Robert Plant",270785,8712499
Ozone Baby,"Jimmy Page, Robert Plant",215954,7079588
Darlene,"Jimmy Page, Robert Plant, John Bonham, John Paul Jones",307226,10078197
Bonzo's Montreux,John Bonham,258925,8557447
Wearing And Tearing,"Jimmy Page, Robert Plant",330004,10701590
The Song Remains The Same,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,330004,10708950
The Rain Song,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,459180,15029875
Over The Hills And Far Away,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,290089,9552829
The Crunge,John Bonham/John Paul Jones,197407,6460212
Dancing Days,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,223216,7250104
D'Yer Mak'er,John Bonham/John Paul Jones,262948,8645935
No Quarter,John Paul Jones,420493,13656517
The Ocean,John Bonham/John Paul Jones,271098,8846469
In The Evening,"Jimmy Page, Robert Plant & John Paul Jones",410566,13399734
South Bound Saurez,John Paul Jones & Robert Plant,254406,8420427
Fool In The Rain,"Jimmy Page, Robert Plant & John Paul Jones",372950,12371433
Hot Dog,Jimmy Page & Robert Plant,197198,6536167
Carouselambra,"John Paul Jones, Jimmy Page & Robert Plant",634435,20858315
All My Love,Robert Plant & John Paul Jones,356284,11684862
I'm Gonna Crawl,"Jimmy Page, Robert Plant & John Paul Jones",329639,10737665
Black Dog,"Jimmy Page, Robert Plant, John Paul Jones",296672,9660588
Rock & Roll,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham",220917,7142127
The Battle Of Evermore,"Jimmy Page, Robert Plant",351555,11525689
Stairway To Heaven,"Jimmy Page, Robert Plant",481619,15706767
Misty Mountain Hop,"Jimmy Page, Robert Plant, John Paul Jones",278857,9092799
Four Sticks,"Jimmy Page, Robert Plant",284447,9481301
Going To California,"Jimmy Page, Robert Plant",215693,7068737
When The Levee Breaks,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham, Memphis Minnie",427702,13912107
Good Times Bad Times,Jimmy Page/John Bonham/John Paul Jones,166164,5464077
Babe I'm Gonna Leave You,Jimmy Page/Robert Plant,401475,13189312
You Shook Me,J. B. Lenoir/Willie Dixon,388179,12643067
Dazed and Confused,Jimmy Page,386063,12610326
Your Time Is Gonna Come,Jimmy Page/John Paul Jones,274860,9011653
Black Mountain Side,Jimmy Page,132702,4440602
Communication Breakdown,Jimmy Page/John Bonham/John Paul Jones,150230,4899554
I Can't Quit You Baby,Willie Dixon,282671,9252733
How Many More Times,Jimmy Page/John Bonham/John Paul Jones,508055,16541364
Whole Lotta Love,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham",334471,11026243
What Is And What Should Never Be,"Jimmy Page, Robert Plant",287973,9369385
The Lemon Song,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham",379141,12463496
Thank You,"Jimmy Page, Robert Plant",287791,9337392
Heartbreaker,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham",253988,8387560
Living Loving Maid (She's Just A Woman),"Jimmy Page, Robert Plant",159216,5219819
Ramble On,"Jimmy Page, Robert Plant",275591,9199710
Moby Dick,"John Bonham, John Paul Jones, Jimmy Page",260728,8664210
Bring It On Home,"Jimmy Page, Robert Plant",259970,8494731
Immigrant Song,"Jimmy Page, Robert Plant",144875,4786461
Friends,"Jimmy Page, Robert Plant",233560,7694220
Celebration Day,"Jimmy Page, Robert Plant, John Paul Jones",209528,6871078
Since I've Been Loving You,"Jimmy Page, Robert Plant, John Paul Jones",444055,14482460
Out On The Tiles,"Jimmy Page, Robert Plant, John Bonham",246047,8060350
Gallows Pole,Traditional,296228,9757151
Tangerine,Jimmy Page,189675,6200893
That's The Way,"Jimmy Page, Robert Plant",337345,11202499
Bron-Y-Aur Stomp,"Jimmy Page, Robert Plant, John Paul Jones",259500,8674508
Hats Off To (Roy) Harper,Traditional,219376,7236640
In The Light,John Paul Jones/Robert Plant,526785,17033046
Bron-Yr-Aur,Jimmy Page,126641,4150746
Down By The Seaside,Robert Plant,316186,10371282
Ten Years Gone,Robert Plant,393116,12756366
Night Flight,John Paul Jones/Robert Plant,217547,7160647
The Wanton Song,Robert Plant,249887,8180988
Boogie With Stu,Ian Stewart/John Bonham/John Paul Jones/Mrs. Valens/Robert Plant,233273,7657086
Black Country Woman,Robert Plant,273084,8951732
Sick Again,Robert Plant,283036,9279263
Achilles Last Stand,Jimmy Page/Robert Plant,625502,20593955
For Your Life,Jimmy Page/Robert Plant,384391,12633382
Royal Orleans,John Bonham/John Paul Jones,179591,5930027
Nobody's Fault But Mine,Jimmy Page/Robert Plant,376215,12237859
Candy Store Rock,Jimmy Page/Robert Plant,252055,8397423
Hots On For Nowhere,Jimmy Page/Robert Plant,284107,9342342
Tea For One,Jimmy Page/Robert Plant,566752,18475264
Rock & Roll,John Bonham/John Paul Jones/Robert Plant,242442,7897065
Celebration Day,John Paul Jones/Robert Plant,230034,7478487
The Song Remains The Same,Robert Plant,353358,11465033
Rain Song,Robert Plant,505808,16273705
Dazed And Confused,Jimmy Page,1612329,52490554
No Quarter,John Paul Jones/Robert Plant,749897,24399285
Stairway To Heaven,Robert Plant,657293,21354766
Moby Dick,John Bonham/John Paul Jones,766354,25345841
Whole Lotta Love,John Bonham/John Paul Jones/Robert Plant/Willie Dixon,863895,28191437
Natália,Renato Russo,235728,7640230
L'Avventura,Renato Russo,278256,9165769
Música De Trabalho,Renato Russo,260231,8590671
Longe Do Meu Lado,Renato Russo - Marcelo Bonfá,266161,8655249
A Via Láctea,Renato Russo,280084,9234879
Música Ambiente,Renato Russo,247614,8234388
Aloha,Renato Russo,325955,10793301
Soul Parsifal,Renato Russo - Marisa Monte,295053,9853589
Dezesseis,Renato Russo,323918,10573515
Mil Pedaços,Renato Russo,203337,6643291
Leila,Renato Russo,323056,10608239
1º De Julho,Renato Russo,290298,9619257
Esperando Por Mim,Renato Russo,261668,8844133
Quando Você Voltar,Renato Russo,173897,5781046
O Livro Dos Dias,Renato Russo,257253,8570929
Será,Dado Villa-Lobos/Marcelo Bonfá,148401,4826528
Ainda É Cedo,Dado Villa-Lobos/Ico Ouro-Preto/Marcelo Bonfá,236826,7796400
Geração Coca-Cola,Renato Russo,141453,4625731
Eduardo E Mônica,Renato Russo,271229,9026691
Tempo Perdido,Renato Russo,302158,9963914
Indios,Renato Russo,258168,8610226
Que País É Este,Renato Russo,177606,5822124
Faroeste Caboclo,Renato Russo,543007,18092739
Há Tempos,Dado Villa-Lobos/Marcelo Bonfá,197146,6432922
Pais E Filhos,Dado Villa-Lobos/Marcelo Bonfá,308401,10130685
Meninos E Meninas,Dado Villa-Lobos/Marcelo Bonfá,203781,6667802
Vento No Litoral,Dado Villa-Lobos/Marcelo Bonfá,366445,12063806
Perfeição,Dado Villa-Lobos/Marcelo Bonfá,276558,9258489
Giz,Dado Villa-Lobos/Marcelo Bonfá,202213,6677671
Dezesseis,Dado Villa-Lobos/Marcelo Bonfá,321724,10501773
Antes Das Seis,Dado Villa-Lobos,189231,6296531
Are You Gonna Go My Way,Craig Ross/Lenny Kravitz,211591,6905135
Fly Away,Lenny Kravitz,221962,7322085
Rock And Roll Is Dead,Lenny Kravitz,204199,6680312
Again,Lenny Kravitz,228989,7490476
It Ain't Over 'Til It's Over,Lenny Kravitz,242703,8078936
Can't Get You Off My Mind,Lenny Kravitz,273815,8937150
Mr. Cab Driver,Lenny Kravitz,230321,7668084
American Woman,B. Cummings/G. Peterson/M.J. Kale/R. Bachman,261773,8538023
Stand By My Woman,Henry Kirssch/Lenny Kravitz/S. Pasch A. Krizan,259683,8447611
Always On The Run,Lenny Kravitz/Slash,232515,7593397
Heaven Help,Gerry DeVeaux/Terry Britten,190354,6222092
I Belong To You,Lenny Kravitz,257123,8477980
Believe,Henry Hirsch/Lenny Kravitz,295131,9661978
Let Love Rule,Lenny Kravitz,342648,11298085
Black Velveteen,Lenny Kravitz,290899,9531301
Assim Caminha A Humanidade,,210755,6993763
Honolulu,,261433,8558481
Dancin´Days,,237400,7875347
Um Pro Outro,,236382,7825215
Aviso Aos Navegantes,,242808,8058651
Casa,,307591,10107269
Condição,,263549,8778465
Hyperconectividade,,180636,5948039
O Descobridor Dos Sete Mares,,225854,7475780
Satisfação,,208065,6901681
Brumário,,216241,7243499
Um Certo Alguém,,194063,6430939
Fullgás,,346070,11505484
Sábado À Noite,,193854,6435114
A Cura,,280920,9260588
Aquilo,,246073,8167819
Atrás Do Trio Elétrico,,149080,4917615
Senta A Pua,,217547,7205844
Ro-Que-Se-Da-Ne,,146703,4805897
Tudo Bem,,196101,6419139
Toda Forma De Amor,,227813,7496584
Tudo Igual,,276035,9201645
Fogo De Palha,,246804,8133732
Sereia,,278047,9121087
Assaltaram A Gramática,,261041,8698959
Se Você Pensa,,195996,6552490
Lá Vem O Sol (Here Comes The Sun),,189492,6229645
O Último Romântico (Ao Vivo),,231993,7692697
Pseudo Silk Kimono,"Kelly, Mosley, Rothery, Trewaves",134739,4334038
Kayleigh,"Kelly, Mosley, Rothery, Trewaves",234605,7716005
Lavender,"Kelly, Mosley, Rothery, Trewaves",153417,4999814
Bitter Suite: Brief Encounter / Lost Weekend / Blue Angel,"Kelly, Mosley, Rothery, Trewaves",356493,11791068
Heart Of Lothian: Wide Boy / Curtain Call,"Kelly, Mosley, Rothery, Trewaves",366053,11893723
Waterhole (Expresso Bongo),"Kelly, Mosley, Rothery, Trewaves",133093,4378835
Lords Of The Backstage,"Kelly, Mosley, Rothery, Trewaves",112875,3741319
Blind Curve: Vocal Under A Bloodlight / Passing Strangers / Mylo / Perimeter Walk / Threshold,"Kelly, Mosley, Rothery, Trewaves",569704,18578995
Childhoods End?,"Kelly, Mosley, Rothery, Trewaves",272796,9015366
White Feather,"Kelly, Mosley, Rothery, Trewaves",143595,4711776
Arrepio,Carlinhos Brown,136254,4511390
Magamalabares,Carlinhos Brown,215875,7183757
Chuva No Brejo,Morais,145606,4857761
Cérebro Eletrônico,Gilberto Gil,172800,5760864
Tempos Modernos,Lulu Santos,183066,6066234
Maraçá,Carlinhos Brown,230008,7621482
Blanco,Marisa Monte/poema de Octavio Paz/versão: Haroldo de Campos,45191,1454532
Panis Et Circenses,Caetano Veloso e Gilberto Gil,192339,6318373
De Noite Na Cama,Caetano Veloso e Gilberto Gil,209005,7012658
Beija Eu,Caetano Veloso e Gilberto Gil,197276,6512544
Give Me Love,Caetano Veloso e Gilberto Gil,249808,8196331
Ainda Lembro,Caetano Veloso e Gilberto Gil,218801,7211247
A Menina Dança,Caetano Veloso e Gilberto Gil,129410,4326918
Dança Da Solidão,Caetano Veloso e Gilberto Gil,203520,6699368
Ao Meu Redor,Caetano Veloso e Gilberto Gil,275591,9158834
Bem Leve,Caetano Veloso e Gilberto Gil,159190,5246835
Segue O Seco,Caetano Veloso e Gilberto Gil,178207,5922018
O Xote Das Meninas,Caetano Veloso e Gilberto Gil,291866,9553228
Wherever I Lay My Hat,,136986,4477321
Get My Hands On Some Lovin',,149054,4860380
No Good Without You,"William ""Mickey"" Stevenson",161410,5259218
You've Been A Long Time Coming,Brian Holland/Eddie Holland/Lamont Dozier,137221,4437949
When I Had Your Love,"Robert Rogers/Warren ""Pete"" Moore/William ""Mickey"" Stevenson",152424,4972815
You're What's Happening (In The World Today),Allen Story/George Gordy/Robert Gordy,142027,4631104
Loving You Is Sweeter Than Ever,Ivy Hunter/Stevie Wonder,166295,5377546
It's A Bitter Pill To Swallow,"Smokey Robinson/Warren ""Pete"" Moore",194821,6477882
Seek And You Shall Find,"Ivy Hunter/William ""Mickey"" Stevenson",223451,7306719
