song_title,composer,milliseconds,bytes
Gonna Give Her All The Love I've Got,Barrett Strong/Norman Whitfield,210886,6893603
I Wish It Would Rain,Barrett Strong/Norman Whitfield/Roger Penzabene,172486,5647327
"Abraham, Martin And John",Dick Holler,273057,8888206
Save The Children,Al Cleveland/Marvin Gaye/Renaldo Benson,194821,6342021
You Sure Love To Ball,Marvin Gaye,218540,7217872
Ego Tripping Out,Marvin Gaye,314514,10383887
Praise,Marvin Gaye,235833,7839179
Heavy Love Affair,Marvin Gaye,227892,7522232
Down Under,,222171,7366142
Overkill,,225410,7408652
Be Good Johnny,,216320,7139814
Everything I Need,,216476,7107625
Down by the Sea,,408163,13314900
Who Can It Be Now?,,202396,6682850
It's a Mistake,,273371,8979965
Dr. Heckyll & Mr. Jive,,278465,9110403
Shakes and Ladders,,198008,6560753
No Sign of Yesterday,,362004,11829011
Enter Sandman,"James Hetfield, Lars Ulrich and Kirk Hammett",332251,10852002
Sad But True,Ulrich,324754,10541258
Holier Than Thou,Ulrich,227892,7462011
The Unforgiven,"James Hetfield, Lars Ulrich and Kirk Hammett",387082,12646886
Wherever I May Roam,Ulrich,404323,13161169
Don't Tread On Me,Ulrich,240483,7827907
Through The Never,"James Hetfield, Lars Ulrich and Kirk Hammett",244375,8024047
Nothing Else Matters,Ulrich,388832,12606241
Of Wolf And Man,"James Hetfield, Lars Ulrich and Kirk Hammett",256835,8339785
The God That Failed,Ulrich,308610,10055959
My Friend Of Misery,"James Hetfield, Lars Ulrich and Jason Newsted",409547,13293515
The Struggle Within,Ulrich,234240,7654052
Helpless,Harris/Tatler,398315,12977902
The Small Hours,Holocaust,403435,13215133
The Wait,Killing Joke,295418,9688418
Crash Course In Brain Surgery,Bourge/Phillips/Shelley,190406,6233729
Last Caress/Green Hell,Danzig,209972,6854313
Am I Evil?,Harris/Tatler,470256,15387219
Blitzkrieg,Jones/Sirotto/Smith,216685,7090018
Breadfan,Bourge/Phillips/Shelley,341551,11100130
The Prince,Harris/Tatler,265769,8624492
Stone Cold Crazy,Deacon/May/Mercury/Taylor,137717,4514830
So What,Culmer/Exalt,189152,6162894
Killing Time,Sweet Savage,183693,6021197
Overkill,Clarke/Kilmister/Tayler,245133,7971330
Damage Case,Clarke/Farren/Kilmister/Tayler,220212,7212997
Stone Dead Forever,Clarke/Kilmister/Tayler,292127,9556060
Too Late Too Late,Clarke/Kilmister/Tayler,192052,6276291
Hit The Lights,"James Hetfield, Lars Ulrich",257541,8357088
The Four Horsemen,"James Hetfield, Lars Ulrich, Dave Mustaine",433188,14178138
Motorbreath,James Hetfield,188395,6153933
Jump In The Fire,"James Hetfield, Lars Ulrich, Dave Mustaine",281573,9135755
(Anesthesia) Pulling Teeth,Cliff Burton,254955,8234710
Whiplash,"James Hetfield, Lars Ulrich",249208,8102839
Phantom Lord,"James Hetfield, Lars Ulrich, Dave Mustaine",302053,9817143
No Remorse,"James Hetfield, Lars Ulrich",386795,12672166
Seek & Destroy,"James Hetfield, Lars Ulrich",415817,13452301
Metal Militia,"James Hetfield, Lars Ulrich, Dave Mustaine",311327,10141785
Ain't My Bitch,"James Hetfield, Lars Ulrich",304457,9931015
2 X 4,"James Hetfield, Lars Ulrich, Kirk Hammett",328254,10732251
The House Jack Built,"James Hetfield, Lars Ulrich, Kirk Hammett",398942,13005152
Until It Sleeps,"James Hetfield, Lars Ulrich",269740,8837394
King Nothing,"James Hetfield, Lars Ulrich, Kirk Hammett",328097,10681477
Hero Of The Day,"James Hetfield, Lars Ulrich, Kirk Hammett",261982,8540298
Bleeding Me,"James Hetfield, Lars Ulrich, Kirk Hammett",497998,16249420
Cure,"James Hetfield, Lars Ulrich",294347,9648615
Poor Twisted Me,"James Hetfield, Lars Ulrich",240065,7854349
Wasted My Hate,"James Hetfield, Lars Ulrich, Kirk Hammett",237296,7762300
Mama Said,"James Hetfield, Lars Ulrich",319764,10508310
Thorn Within,"James Hetfield, Lars Ulrich, Kirk Hammett",351738,11486686
Ronnie,"James Hetfield, Lars Ulrich",317204,10390947
The Outlaw Torn,"James Hetfield, Lars Ulrich",588721,19286261
Battery,J.Hetfield/L.Ulrich,312424,10229577
Master Of Puppets,K.Hammett,515239,16893720
The Thing That Should Not Be,K.Hammett,396199,12952368
Welcome Home (Sanitarium),K.Hammett,387186,12679965
Disposable Heroes,J.Hetfield/L.Ulrich,496718,16135560
Leper Messiah,C.Burton,347428,11310434
Orion,K.Hammett,500062,16378477
Damage Inc.,K.Hammett,330919,10725029
Fuel,"Hetfield, Ulrich, Hammett",269557,8876811
The Memory Remains,"Hetfield, Ulrich",279353,9110730
Devil's Dance,"Hetfield, Ulrich",318955,10414832
The Unforgiven II,"Hetfield, Ulrich, Hammett",395520,12886474
Better Than You,"Hetfield, Ulrich",322899,10549070
Slither,"Hetfield, Ulrich, Hammett",313103,10199789
Carpe Diem Baby,"Hetfield, Ulrich, Hammett",372480,12170693
Bad Seed,"Hetfield, Ulrich, Hammett",245394,8019586
Where The Wild Things Are,"Hetfield, Ulrich, Newsted",414380,13571280
Prince Charming,"Hetfield, Ulrich",365061,12009412
Low Man's Lyric,"Hetfield, Ulrich",457639,14855583
Attitude,"Hetfield, Ulrich",315898,10335734
Fixxxer,"Hetfield, Ulrich, Hammett",496065,16190041
Fight Fire With Fire,Metallica,285753,9420856
Ride The Lightning,Metallica,397740,13055884
For Whom The Bell Tolls,Metallica,311719,10159725
Fade To Black,Metallica,414824,13531954
Trapped Under Ice,Metallica,244532,7975942
Escape,Metallica,264359,8652332
Creeping Death,Metallica,396878,12955593
The Call Of Ktulu,Metallica,534883,17486240
Frantic,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,350458,11510849
St. Anger,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,441234,14363779
Some Kind Of Monster,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,505626,16557497
Dirty Window,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,324989,10670604
Invisible Kid,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,510197,16591800
My World,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,345626,11253756
Shoot Me Again,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,430210,14093551
Sweet Amber,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,327235,10616595
The Unnamed Feeling,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,429479,14014582
Purify,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,314017,10232537
All Within My Hands,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,527986,17162741
Blackened,"James Hetfield, Lars Ulrich & Jason Newsted",403382,13254874
...And Justice For All,"James Hetfield, Lars Ulrich & Kirk Hammett",585769,19262088
Eye Of The Beholder,"James Hetfield, Lars Ulrich & Kirk Hammett",385828,12747894
One,James Hetfield & Lars Ulrich,446484,14695721
The Shortest Straw,James Hetfield and Lars Ulrich,395389,13013990
Harvester Of Sorrow,James Hetfield and Lars Ulrich,345547,11377339
The Frayed Ends Of Sanity,"James Hetfield, Lars Ulrich and Kirk Hammett",464039,15198986
To Live Is To Die,"James Hetfield, Lars Ulrich and Cliff Burton",588564,19243795
Dyers Eve,"James Hetfield, Lars Ulrich and Kirk Hammett",313991,10302828
Springsville,J. Carisi,207725,6776219
The Maids Of Cadiz,L. Delibes,233534,7505275
The Duke,Dave Brubeck,214961,6977626
My Ship,"Ira Gershwin, Kurt Weill",268016,8581144
Miles Ahead,"Miles Davis, Gil Evans",209893,6807707
Blues For Pablo,Gil Evans,318328,10218398
New Rhumba,A. Jamal,276871,8980400
The Meaning Of The Blues,"R. Troup, L. Worth",168594,5395412
Lament,J.J. Johnson,134191,4293394
I Don't Wanna Be Kissed (By Anyone But You),"H. Spina, J. Elliott",191320,6219487
Springsville (Alternate Take),J. Carisi,196388,6382079
Blues For Pablo (Alternate Take),Gil Evans,212558,6900619
The Meaning Of The Blues/Lament (Alternate Take),"J.J. Johnson/R. Troup, L. Worth",309786,9912387
I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take),"H. Spina, J. Elliott",192078,6254796
Coração De Estudante,"Wagner Tiso, Milton Nascimento",238550,7797308
A Noite Do Meu Bem,Dolores Duran,220081,7125225
Paisagem Na Janela,"Lô Borges, Fernando Brant",197694,6523547
Cuitelinho,Folclore,209397,6803970
Caxangá,"Milton Nascimento, Fernando Brant",245551,8144179
Nos Bailes Da Vida,"Milton Nascimento, Fernando Brant",275748,9126170
Menestrel Das Alagoas,"Milton Nascimento, Fernando Brant",199758,6542289
Brasil,"Milton Nascimento, Fernando Brant",155428,5252560
Canção Do Novo Mundo,"Beto Guedes, Ronaldo Bastos",215353,7032626
Um Gosto De Sol,"Milton Nascimento, Ronaldo Bastos",307200,9893875
Solar,"Milton Nascimento, Fernando Brant",156212,5098288
Para Lennon E McCartney,"Lô Borges, Márcio Borges, Fernando Brant",321828,10626920
"Maria, Maria","Milton Nascimento, Fernando Brant",72463,2371543
Minas,"Milton Nascimento, Caetano Veloso",152293,4921056
"Fé Cega, Faca Amolada","Milton Nascimento, Ronaldo Bastos",278099,9258649
Beijo Partido,Toninho Horta,229564,7506969
Saudade Dos Aviões Da Panair (Conversando No Bar),"Milton Nascimento, Fernando Brant",268721,8805088
Gran Circo,"Milton Nascimento, Márcio Borges",251297,8237026
Ponta de Areia,"Milton Nascimento, Fernando Brant",272796,8874285
Trastevere,"Milton Nascimento, Ronaldo Bastos",265665,8708399
Idolatrada,"Milton Nascimento, Fernando Brant",286249,9426153
Leila (Venha Ser Feliz),Milton Nascimento,209737,6898507
Paula E Bebeto,"Milton Nascimento, Caetano Veloso",135732,4583956
Simples,Nelson Angelo,133093,4326333
Norwegian Wood,"John Lennon, Paul McCartney",413910,13520382
Caso Você Queira Saber,"Beto Guedes, Márcio Borges",205688,6787901
Ace Of Spades,Clarke/Kilmister/Taylor,169926,5523552
Love Me Like A Reptile,Clarke/Kilmister/Taylor,203546,6616389
Shoot You In The Back,Clarke/Kilmister/Taylor,160026,5175327
Live To Win,Clarke/Kilmister/Taylor,217626,7102182
Fast And Loose,Clarke/Kilmister/Taylor,203337,6643350
(We Are) The Road Crew,Clarke/Kilmister/Taylor,192600,6283035
Fire Fire,Clarke/Kilmister/Taylor,164675,5416114
Jailbait,Clarke/Kilmister/Taylor,213916,6983609
Dance,Clarke/Kilmister/Taylor,158432,5155099
Bite The Bullet,Clarke/Kilmister/Taylor,98115,3195536
The Chase Is Better Than The Catch,Clarke/Kilmister/Taylor,258403,8393310
The Hammer,Clarke/Kilmister/Taylor,168071,5543267
Dirty Love,Clarke/Kilmister/Taylor,176457,5805241
Please Don't Touch,Heath/Robinson,169926,5557002
Emergency,Dufort/Johnson/McAuliffe/Williams,180427,5828728
Kir Royal,Mônica Marianno,234788,7706552
O Que Vai Em Meu Coração,Mônica Marianno,255373,8366846
Aos Leões,Mônica Marianno,234684,7790574
Dois Índios,Mônica Marianno,219271,7213072
Noite Negra,Mônica Marianno,206811,6819584
Beijo do Olhar,Mônica Marianno,252682,8369029
É Fogo,Mônica Marianno,194873,6501520
Já Foi,Mônica Marianno,245681,8094872
Só Se For Pelo Cabelo,Mônica Marianno,238288,8006345
No Clima,Mônica Marianno,249495,8362040
A Moça e a Chuva,Mônica Marianno,274625,8929357
Demorou!,Mônica Marianno,39131,1287083
Bitter Pill,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,266814,8666786
Enslaved,Mick Mars/Nikki Sixx/Tommy Lee,269844,8789966
"Girls, Girls, Girls",Mick Mars/Nikki Sixx/Tommy Lee,270288,8874814
Kickstart My Heart,Nikki Sixx,283559,9237736
Wild Side,Nikki Sixx/Tommy Lee/Vince Neil,276767,9116997
Glitter,Bryan Adams/Nikki Sixx/Scott Humphrey,340114,11184094
Dr. Feelgood,Mick Mars/Nikki Sixx,282618,9281875
Same Ol' Situation,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,254511,8283958
Home Sweet Home,Nikki Sixx/Tommy Lee/Vince Neil,236904,7697538
Afraid,Nikki Sixx,248006,8077464
Don't Go Away Mad (Just Go Away),Mick Mars/Nikki Sixx,279980,9188156
Without You,Mick Mars/Nikki Sixx,268956,8738371
Smokin' in The Boys Room,Cub Coda/Michael Lutz,206837,6735408
Primal Scream,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,286197,9421164
Too Fast For Love,Nikki Sixx,200829,6580542
Looks That Kill,Nikki Sixx,240979,7831122
Shout At The Devil,Nikki Sixx,221962,7281974
Intro,Kurt Cobain,52218,1688527
School,Kurt Cobain,160235,5234885
Drain You,Kurt Cobain,215196,7013175
Aneurysm,Nirvana,271516,8862545
Smells Like Teen Spirit,Nirvana,287190,9425215
Been A Son,Kurt Cobain,127555,4170369
Lithium,Kurt Cobain,250017,8148800
Sliver,Kurt Cobain,116218,3784567
Spank Thru,Kurt Cobain,190354,6186487
Scentless Apprentice,Nirvana,211200,6898177
Heart-Shaped Box,Kurt Cobain,281887,9210982
Milk It,Kurt Cobain,225724,7406945
Negative Creep,Kurt Cobain,163761,5354854
Polly,Kurt Cobain,149995,4885331
Breed,Kurt Cobain,208378,6759080
Tourette's,Kurt Cobain,115591,3753246
Blew,Kurt Cobain,216346,7096936
Smells Like Teen Spirit,Kurt Cobain,301296,9823847
In Bloom,Kurt Cobain,254928,8327077
Come As You Are,Kurt Cobain,219219,7123357
Breed,Kurt Cobain,183928,5984812
Lithium,Kurt Cobain,256992,8404745
Polly,Kurt Cobain,177031,5788407
Territorial Pissings,Kurt Cobain,143281,4613880
Drain You,Kurt Cobain,223973,7273440
Lounge Act,Kurt Cobain,156786,5093635
Stay Away,Kurt Cobain,212636,6956404
On A Plain,Kurt Cobain,196440,6390635
Something In The Way,Kurt Cobain,230556,7472168
Time,,96888,3124455
P.S.Apareça,,209188,6842244
Sangue Latino,,223033,7354184
Folhas Secas,,161253,5284522
Poeira,,267075,8784141
Mágica,,233743,7627348
Quem Mata A Mulher Mata O Melhor,,262791,8640121
Mundaréu,,217521,7158975
O Braço Da Minha Guitarra,,258351,8469531
Deus,,284160,9188110
Mãe Terra,,306625,9949269
Às Vezes,,330292,10706614
Menino De Rua,,329795,10784595
Prazer E Fé,,214831,7031383
Elza,,199105,6517629
Requebra,,240744,8010811
Nossa Gente (Avisa Là),,188212,6233201
Olodum - Alegria Geral,,233404,7754245
Madagáscar Olodum,,252264,8270584
Faraó Divindade Do Egito,,228571,7523278
Todo Amor (Asas Da Liberdade),,245133,8121434
Denúncia,,159555,5327433
"Olodum, A Banda Do Pelô",,146599,4900121
Cartao Postal,,211565,7082301
Jeito Faceiro,,217286,7233608
Revolta Olodum,,230191,7557065
Reggae Odoyá,,224470,7499807
Protesto Do Olodum (Ao Vivo),,206001,6766104
Olodum - Smile (Instrumental),,235833,7871409
Vulcão Dub - Fui Eu,Bi Ribeira/Herbert Vianna/João Barone,287059,9495202
O Trem Da Juventude,Herbert Vianna,225880,7507655
Manguetown,Chico Science/Dengue/Lúcio Maia,162925,5382018
"Um Amor, Um Lugar",Herbert Vianna,184555,6090334
Bora-Bora,Herbert Vianna,182987,6036046
Vai Valer,Herbert Vianna,206524,6899778
I Feel Good (I Got You) - Sossego,James Brown/Tim Maia,244976,8091302
Uns Dias,Herbert Vianna,240796,7931552
Sincero Breu,C. A./C.A./Celso Alvim/Herbert Vianna/Mário Moura/Pedro Luís/Sidon Silva,208013,6921669
Meu Erro,Herbert Vianna,188577,6192791
Selvagem,Bi Ribeiro/Herbert Vianna/João Barone,148558,4942831
Brasília 5:31,Herbert Vianna,178337,5857116
Tendo A Lua,Herbert Vianna/Tet Tillett,198922,6568180
Que País É Este,Renato Russo,216685,7137865
Navegar Impreciso,Herbert Vianna,262870,8761283
Feira Moderna,Beto Guedes/Fernando Brant/L Borges,182517,6001793
Tequila - Lourinha Bombril (Parate Y Mira),Bahiano/Chuck Rio/Diego Blanco/Herbert Vianna,255738,8514961
Vamo Batê Lata,Herbert Vianna,228754,7585707
Life During Wartime,Chris Frantz/David Byrne/Jerry Harrison/Tina Weymouth,259186,8543439
Nebulosa Do Amor,Herbert Vianna,203415,6732496
Caleidoscópio,Herbert Vianna,256522,8484597
Trac Trac,Fito Paez/Herbert Vianna,231653,7638256
Tendo A Lua,Herbert Vianna/Tetê Tillet,219585,7342776
Mensagen De Amor (2000),Herbert Vianna,183588,6061324
Lourinha Bombril,Bahiano/Diego Blanco/Herbert Vianna,159895,5301882
La Bella Luna,Herbert Vianna,192653,6428598
Busca Vida,Herbert Vianna,176431,5798663
Uma Brasileira,Carlinhos Brown/Herbert Vianna,217573,7280574
Luis Inacio (300 Picaretas),Herbert Vianna,198191,6576790
Saber Amar,Herbert Vianna,202788,6723733
Ela Disse Adeus,Herbert Vianna,226298,7608999
O Amor Nao Sabe Esperar,Herbert Vianna,241084,8042534
Aonde Quer Que Eu Va,Herbert Vianna/Paulo Sérgio Valle,258089,8470121
Caleidoscópio,,211330,7000017
Óculos,,219271,7262419
Cinema Mudo,,227918,7612168
Alagados,,302393,10255463
Lanterna Dos Afogados,,190197,6264318
Melô Do Marinheiro,,208352,6905668
Vital E Sua Moto,,210207,6902878
O Beco,,189178,6293184
Meu Erro,,208431,6893533
Perplexo,,161175,5355013
Me Liga,,229590,7565912
Quase Um Segundo,,275644,8971355
Selvagem,,245890,8141084
Romance Ideal,,250070,8260477
Será Que Vai Chover?,,337057,11133830
SKA,,148871,4943540
Bark at the Moon,O. Osbourne,257252,4601224
I Don't Know,"B. Daisley, O. Osbourne & R. Rhoads",312980,5525339
Crazy Train,"B. Daisley, O. Osbourne & R. Rhoads",295960,5255083
Flying High Again,"L. Kerslake, O. Osbourne, R. Daisley & R. Rhoads",290851,5179599
"Mama, I'm Coming Home","L. Kilmister, O. Osbourne & Z. Wylde",251586,4302390
No More Tears,"J. Purdell, M. Inez, O. Osbourne, R. Castillo & Z. Wylde",444358,7362964
I Don't Know,"O. Osbourne, R. Daisley, R. Rhoads",283088,9207869
Crazy Train,"O. Osbourne, R. Daisley, R. Rhoads",322716,10517408
Believer,"O. Osbourne, R. Daisley, R. Rhoads",308897,10003794
Mr. Crowley,"O. Osbourne, R. Daisley, R. Rhoads",344241,11184130
Flying High Again,"O. Osbourne, R. Daisley, R. Rhoads, L. Kerslake",261224,8481822
Relvelation (Mother Earth),"O. Osbourne, R. Daisley, R. Rhoads",349440,11367866
Steal Away (The Night),"O. Osbourne, R. Daisley, R. Rhoads",485720,15945806
Suicide Solution (With Guitar Solo),"O. Osbourne, R. Daisley, R. Rhoads",467069,15119938
Iron Man,"A. F. Iommi, W. Ward, T. Butler, J. Osbourne",172120,5609799
Children Of The Grave,"A. F. Iommi, W. Ward, T. Butler, J. Osbourne",357067,11626740
Paranoid,"A. F. Iommi, W. Ward, T. Butler, J. Osbourne",176352,5729813
Goodbye To Romance,"O. Osbourne, R. Daisley, R. Rhoads",334393,10841337
No Bone Movies,"O. Osbourne, R. Daisley, R. Rhoads",249208,8095199
Dee,R. Rhoads,261302,8555963
Shining In The Light,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",240796,7951688
When The World Was Young,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",373394,12198930
Upon A Golden Horse,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",232359,7594829
Blue Train,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",405028,13170391
Please Read The Letter,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",262112,8603372
Most High,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",336535,10999203
Heart In Your Hand,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",230896,7598019
Walking Into Clarksdale,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",318511,10396315
Burning Up,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",321619,10525136
When I Was A Child,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",345626,11249456
House Of Love,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",335699,10990880
Sons Of Freedom,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",246465,8087944
United Colours,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",330266,10939131
Slug,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",281469,9295950
Your Blue Room,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",328228,10867860
Always Forever Now,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",383764,12727928
A Different Kind Of Blue,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",120816,3884133
Beach Sequence,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",212297,6928259
Miss Sarajevo,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",340767,11064884
Ito Okashi,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",205087,6572813
One Minute Warning,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",279693,9335453
Corpse (These Chains Are Way Too Long),"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",214909,6920451
Elvis Ate America,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",180166,5851053
Plot 180,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",221596,7253729
Theme From The Swan,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",203911,6638076
Theme From Let's Go Native,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",186723,6179777
Wrathchild,Steve Harris,170396,5499390
Killers,Paul Di'Anno/Steve Harris,309995,10009697
Prowler,Steve Harris,240274,7782963
Murders In The Rue Morgue,Steve Harris,258638,8360999
Women In Uniform,Greg Macainsh,189936,6139651
Remember Tomorrow,Paul Di'Anno/Steve Harris,326426,10577976
Sanctuary,David Murray/Paul Di'Anno/Steve Harris,198844,6423543
Running Free,Paul Di'Anno/Steve Harris,199706,6483496
Phantom Of The Opera,Steve Harris,418168,13585530
Iron Maiden,Steve Harris,235232,7600077
Corduroy,Pearl Jam & Eddie Vedder,305293,9991106
Given To Fly,Eddie Vedder & Mike McCready,233613,7678347
"Hail, Hail",Stone Gossard & Eddie Vedder & Jeff Ament & Mike McCready,223764,7364206
Daughter,Dave Abbruzzese & Jeff Ament & Stone Gossard & Mike McCready & Eddie Vedder,407484,13420697
Elderly Woman Behind The Counter In A Small Town,Dave Abbruzzese & Jeff Ament & Stone Gossard & Mike McCready & Eddie Vedder,229328,7509304
Untitled,Pearl Jam,122801,3957141
MFC,Eddie Vedder,148192,4817665
Go,Dave Abbruzzese & Jeff Ament & Stone Gossard & Mike McCready & Eddie Vedder,161541,5290810
Red Mosquito,Jeff Ament & Stone Gossard & Jack Irons & Mike McCready & Eddie Vedder,242991,7944923
Even Flow,Stone Gossard & Eddie Vedder,317100,10394239
Off He Goes,Eddie Vedder,343222,11245109
Nothingman,Jeff Ament & Eddie Vedder,278595,9107017
Do The Evolution,Eddie Vedder & Stone Gossard,225462,7377286
Better Man,Eddie Vedder,246204,8019563
Black,Stone Gossard & Eddie Vedder,415712,13580009
F*Ckin' Up,Neil Young,377652,12360893
Life Wasted,Stone Gossard,234344,7610169
World Wide Suicide,Eddie Vedder,209188,6885908
Comatose,Mike McCready & Stone Gossard,139990,4574516
Severed Hand,Eddie Vedder,270341,8817438
Marker In The Sand,Mike McCready,263235,8656578
Parachutes,Stone Gossard,216555,7074973
Unemployable,Matt Cameron & Mike McCready,184398,6066542
Big Wave,Jeff Ament,178573,5858788
Gone,Eddie Vedder,249547,8158204
Wasted Reprise,Stone Gossard,53733,1731020
Army Reserve,Jeff Ament,225567,7393771
Come Back,Eddie Vedder & Mike McCready,329743,10768701
Inside Job,Eddie Vedder & Mike McCready,428643,14006924
Can't Keep,Eddie Vedder,219428,7215713
Save You,Eddie Vedder/Jeff Ament/Matt Cameron/Mike McCready/Stone Gossard,230112,7609110
Love Boat Captain,Eddie Vedder,276453,9016789
Cropduster,Matt Cameron,231888,7588928
Ghost,Jeff Ament,195108,6383772
I Am Mine,Eddie Vedder,215719,7086901
Thumbing My Way,Eddie Vedder,250226,8201437
You Are,Matt Cameron,270863,8938409
Get Right,Matt Cameron,158589,5223345
Green Disease,Eddie Vedder,161253,5375818
Help Help,Jeff Ament,215092,7033002
Bushleager,Stone Gossard,237479,7849757
1/2 Full,Jeff Ament,251010,8197219
Arc,Pearl Jam,65593,2099421
All or None,Stone Gossard,277655,9104728
Once,Stone Gossard,231758,7561555
Evenflow,Stone Gossard,293720,9622017
Alive,Stone Gossard,341080,11176623
Why Go,Jeff Ament,200254,6539287
Black,Dave Krusen/Stone Gossard,343823,11213314
Jeremy,Jeff Ament,318981,10447222
Oceans,Jeff Ament/Stone Gossard,162194,5282368
Porch,Eddie Vedder,210520,6877475
Garden,Jeff Ament/Stone Gossard,299154,9740738
Deep,Jeff Ament/Stone Gossard,258324,8432497
Release,Jeff Ament/Mike McCready/Stone Gossard,546063,17802673
Go,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,193123,6351920
Animal,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,169325,5503459
Daughter,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,235598,7824586
Glorified G,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,206968,6772116
Dissident,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,215510,7034500
W.M.A.,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,359262,12037261
Blood,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,170631,5551478
Rearviewmirror,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,284186,9321053
Rats,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,255425,8341934
Elderly Woman Behind The Counter In A Small Town,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,196336,6499398
Leash,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,189257,6191560
Indifference,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,302053,9756133
Johnny B. Goode,,243200,8092024
Don't Look Back,,221100,7344023
Jah Seh No,,276871,9134476
I'm The Toughest,,230191,7657594
Nothing But Love,,221570,7335228
Buk-In-Hamm Palace,,265665,8964369
Bush Doctor,,239751,7942299
Wanted Dread And Alive,,260310,8670933
Mystic Man,,353671,11812170
Coming In Hot,,213054,7109414
Pick Myself Up,,234684,7788255
Crystal Ball,,309733,10319296
Equal Rights Downpresser Man,,366733,12086524
Speak To Me/Breathe,"Mason/Waters, Gilmour, Wright",234213,7631305
On The Run,"Gilmour, Waters",214595,7206300
Time,"Mason, Waters, Wright, Gilmour",425195,13955426
The Great Gig In The Sky,"Wright, Waters",284055,9147563
Money,Waters,391888,12930070
Us And Them,"Waters, Wright",461035,15000299
Any Colour You Like,"Gilmour, Mason, Wright, Waters",205740,6707989
Brain Damage,Waters,230556,7497655
Eclipse,Waters,125361,4065299
ZeroVinteUm,,315637,10426550
Queimando Tudo,,172591,5723677
Hip Hop Rio,,151536,4991935
Bossa,,29048,967098
100% HardCore,,165146,5407744
Biruta,,213263,7108200
Mão Na Cabeça,,202631,6642753
O Bicho Tá Pregando,,171964,5683369
Adoled (Ocean),,185103,6009946
Seus Amigos,,100858,3304738
Paga Pau,,197485,6529041
